portal,published_date,author,headline,url_link,sentiment_label,sentiment_score
The Print,22-08-2024,Shanker Arnimesh,‘Retirement is no longer an option.’ Champai Soren keeps everyone guessing on his next move,https://theprint.in/politics/retirement-is-no-longer-an-option-champai-soren-keeps-everyone-guessing-on-his-next-move/2229238/,Neutral,0.960215747
The Print,22-08-2024,Neelam Pandey,"Ram Madhav’s appointment ‘political pragmatism’ for BJP before J&K polls, marks RSS’s return to helm",https://theprint.in/politics/ram-madhavs-appointment-political-pragmatism-for-bjp-before-jk-polls-marks-rsss-return-to-helm/2232534/,Neutral,0.63411957
The Print,22-08-2024,Theprint Team,"India’s 31-fold jump in defence exports is impressive. Now, focus on big-ticket items",https://theprint.in/50-word-edit/piyush-goyal-criticising-foreign-e-commerce-lacks-reason-they-have-benefited-indian-consumers/2233453/,Neutral,0.748291433
The Print,22-08-2024,Shailaja Bajpai,"Sensational, speculative, insensitive—that’s how TV news is covering Kolkata doctor’s rape",https://theprint.in/opinion/telescope/sensational-speculative-insensitive-thats-how-tv-news-is-covering-kolkata-doctors-rape/2233399/,Negative,0.943512261
The Print,22-08-2024,Manisha Mondal,"Fists in the air, anger in streets, scenes from Kolkata as protests over doctor’s rape-murder rage on",https://theprint.in/in-pictures/fists-in-the-air-anger-in-streets-scenes-from-kolkata-as-protests-over-doctors-rape-murder-rage-on/2233676/,Negative,0.908718705
The Print,22-08-2024,Sanya Dhingra,"SC tells Madhya Pradesh to withdraw controversial order that sparked IAS vs IFS row, or face contempt",https://theprint.in/judiciary/sc-directs-madhya-pradesh-to-withdraw-controversial-order-that-sparked-ias-vs-ifs-row-or-face-contempt/2233320/,Negative,0.517991483
The Print,22-08-2024,Navneet Oberoi,Manu Bhaker stashed away 1st Olympic medal in almirah. ‘Told myself it isn’t going to help next day’,https://theprint.in/sport/manu-bhaker-stashed-away-1st-olympic-medal-in-almirah-told-myself-it-isnt-going-to-help-next-day/2232633/,Negative,0.497614503
The Print,22-08-2024,Zenaira Bakhsh,Chandrayaan-3 find not surprising but a win nonetheless & India’s middle class driving up global tourism,https://theprint.in/global-pulse/chandrayaan-3-find-not-surprising-but-a-win-nonetheless-indias-middle-class-driving-up-global-tourism/2233772/,Positive,0.891496837
The Print,22-08-2024,Iram Siddique,"Stone-pelting accused’s bungalow razed in MP’s Chhatarpur. Routine anti-encroachment, says collector",https://theprint.in/india/stone-pelting-accuseds-bungalow-razed-in-mps-chhatarpur-routine-anti-encroachment-says-collector/2234202/,Neutral,0.616647184
The Print,22-08-2024,Risha Chitlangia,"Work on over 45% flats yet to begin, housing project for central govt employees to miss 2025 deadline",https://theprint.in/india/work-on-over-45-flats-yet-to-begin-housing-project-for-central-govt-employees-to-miss-2025-deadline/2233437/,Neutral,0.608530939
The Print,22-08-2024,Fareeha Iftikhar,Here’s why DU heavyweights like LSR & SRCC lagged in NIRF rankings. But that’s not the whole story,https://theprint.in/india/heres-why-du-heavyweights-like-lsr-srcc-lagged-in-nirf-rankings-but-thats-not-the-whole-story/2233419/,Neutral,0.836960971
The Print,22-08-2024,Mayank Kumar,Body on Ghaziabad rly tracks found to be of ED officer questioned in bribery case. GRP says suicide,https://theprint.in/india/body-on-ghaziabad-rly-tracks-found-to-be-of-ed-officer-questioned-in-bribery-case-grp-says-suicide/2233452/,Negative,0.67466706
The Print,22-08-2024,Kapil Joshi,4 Top Cryptos Under $1: Turning Small Holdings into Big Returns,https://theprint.in/brandstand/adon/4-top-cryptos-under-1-turning-small-holdings-into-big-returns/2233654/,Neutral,0.645436943
The Print,22-08-2024,Anirban Bhattacharyya,Jaipur Tinder killer wanted to be ‘crorepati’. Her main targets were middle-aged men,https://theprint.in/pageturner/excerpt/jaipur-tinder-killer-wanted-to-be-crorepati-her-main-targets-were-middle-aged-men/2233520/,Negative,0.930408657
The Print,22-08-2024,Sandhya Ramesh,Chandrayaan-3 finds evidence of long-lost ocean of magma beneath lunar surface,https://theprint.in/science/chandrayaan-3-finds-evidence-of-long-lost-ocean-of-magma-beneath-lunar-surface/2233216/,Neutral,0.958982587
The Print,22-08-2024,Reuters,Trump anxiety spurs investment in European defence startups,https://theprint.in/tech/trump-anxiety-spurs-investment-in-european-defence-startups/2233476/,Neutral,0.898691177
The Print,22-08-2024,Reuters,Chile’s Codelco could face $8 million fine for tailings dam violations,https://theprint.in/environment/chiles-codelco-could-face-8-million-fine-for-tailings-dam-violations/2234516/,Negative,0.893843055
Sabrangindia,22-08-2024,Sabrangindia,United Christian Forum submits memorandum to UP Governor Anandiben Patel; demands repeal of UP anti-conversion law and its recent amendment,https://sabrangindia.in/united-christian-forum-submits-memorandum-to-up-governor-anandiben-patel-demands-repeal-of-up-anti-conversion-law-and-its-recent-amendment/,Neutral,0.746943235
Sabrangindia,22-08-2024,Aman Khan,"SC: No compromise in POCSO cases, reverses HC verdict",https://sabrangindia.in/sc-no-compromise-in-pocso-cases-reverses-hc-verdict/,Neutral,0.505547225
Sabrangindia,22-08-2024,Sabrangindia,Bareilly court orders action against police officials and complainant in fake conversion case,https://sabrangindia.in/bareilly-court-orders-action-against-police-officials-and-complainant-in-fake-conversion-case/,Negative,0.707034886
Sabrangindia,22-08-2024,Sabrangindia,"Allahabad HC: Religious converter, “Father, Karamkandi or Mulla” assisting in ‘forceful religious conversion’ can be prosecuted under UP anti-conversion law",https://sabrangindia.in/allahabad-hc-religious-converter-father-karamkandi-or-mulla-assisting-in-forceful-religious-conversion-can-be-prosecuted-under-up-anti-conversion-law/,Neutral,0.630843103
Maktoobmedia,22-08-2024,Maktoob Staff,Delhi HC orders man to apologize to Mohammed Zubair for calling him a ‘jihadi’,https://maktoobmedia.com/india/delhi-hc-orders-man-to-apologize-to-mohammed-zubair-for-calling-him-a-jihadi/,Neutral,0.550155044
Maktoobmedia,22-08-2024,Maktoob Staff,‘No safe space for children in Gaza’: UNICEF,https://maktoobmedia.com/gaza-genocide/no-safe-space-for-children-in-gaza-unicef/,Negative,0.919683993
Maktoobmedia,22-08-2024,Poonam Masih,"“Ruining our kids’ lives”: One year since Nuh violence, 30 Muslims, including teenagers, still languish in jail",https://maktoobmedia.com/india/ruining-our-kids-lives-one-year-since-nuh-violence-30-muslims-including-teenagers-still-languish-in-jail/,Negative,0.981838226
Maktoobmedia,22-08-2024,Maktoob Staff,"Kolkata rape-murder case: Supreme Court questions timing, sequence of case registration, postmorterm",https://maktoobmedia.com/india/kolkata-rape-murder-case-supreme-court-questions-timing-sequence-of-case-registration-postmorterm/,Neutral,0.753768504
Maktoobmedia,22-08-2024,Maktoob Staff,Assam CM considers curbs on students from Muslim-owned university’s applying for govt jobs,https://maktoobmedia.com/india/assam-cm-considers-curbs-on-students-from-muslim-owned-universitys-applying-for-govt-jobs/,Neutral,0.577057898
Maktoobmedia,22-08-2024,Maktoob Staff,"Badlapur sexual abuse: “If schools are not safe, what’s use of right to education,” says Bombay HC",https://maktoobmedia.com/india/badlapur-sexual-abuse-if-schools-are-not-safe-whats-use-of-right-to-education-says-bombay-hc/,Negative,0.934337974
Maktoobmedia,22-08-2024,Shirin Akhter,Paris Olympic exposes India’s sports crisis,https://maktoobmedia.com/opinion/paris-olympic-exposes-indias-sports-crisis/,Negative,0.649045467
The News Minute,22-08-2024,Maria Teresa Raju,Beyond landslide debris: The making of Wayanad's vulnerability,https://www.thenewsminute.com/kerala/beyond-landslide-debris-the-making-of-wayanads-vulnerability,Neutral,0.834785461
The News Minute,22-08-2024,Anjana Meenakshi,"‘Company officials yet to visit us,’ say survivors, families of victims of Andhra blast",https://www.thenewsminute.com/andhra-pradesh/company-officials-yet-to-visit-us-say-survivors-families-of-victims-of-andhra-blast,Neutral,0.972216308
The News Minute,22-08-2024,Sukanya Shaji,‘Dileep’s arrest weakened Malayalam cinema’s power lobby’: Aashiq Abu on Hema Committee report,https://www.thenewsminute.com/kerala/dileeps-arrest-weakened-malayalam-cinemas-power-lobby-aashiq-abu-on-hema-committee-report,Negative,0.898654878
The News Minute,22-08-2024,Tnm Staff,VD Satheesan accuses CM Pinarayi of lying about Hema Committee report delay,https://www.thenewsminute.com/kerala/vd-satheesan-accuses-cm-pinarayi-of-lying-about-hema-committee-report-delay,Negative,0.691655874
The News Minute,22-08-2024,Dhanya Rajendran,Would survivors have to face perpetrators at cinema conclave? Parvathy asks Kerala govt,https://www.thenewsminute.com/kerala/would-survivors-have-to-face-perpetrators-at-cinema-conclave-parvathy-asks-kerala-govt,Neutral,0.793018699
The Week,22-08-2024,Niladry Sarkar,‘Never seen such investigation’: SC’s scathing remark on Kolkata Police over doctor rape-murder,https://www.theweek.in,Negative,0.540886104
The Week,22-08-2024,Pratul Sharma,JPC on Waqf Bill meets for first time; BJP allies call for wider discussion,https://www.theweek.in/news/india/2024/08/22/jpc-on-waqf-bill-meets-for-first-time-bjp-allies-call-for-wider-discussion.html,Neutral,0.956558406
The Week,22-08-2024,Prathima Nandakumar,"MUDA scam: CLP condemns governor’s sanction order, expresses solidarity with CM Siddaramaiah",https://www.theweek.in/news/india/2024/08/22/muda-scam-clp-condemns-governors-sanction-order-expresses-solidarity-with-cm-siddaramaiah.html,Neutral,0.750109375
The Week,22-08-2024,Web Desk,From India’s role of resolving war to reforms in UN: Key takeaways from Modi-Tusk joint briefing,https://www.theweek.in/news/world/2024/08/22/from-indias-role-of-resolving-war-to-reforms-in-un-key-takeaways-from-modi-tusk-joint-briefing.html,Neutral,0.926512599
The Week,22-08-2024,Nirmal Jovial,Hema committee report: Kerala govt’s claim of having ‘taken all possible actions’ faces major setback as HC steps in,https://www.theweek.in/news/entertainment/2024/08/22/hema-panel-report-hc-steps-in-as-kerala-govt-shies-away-from-taking-action.html,Negative,0.840101957
The Week,22-08-2024,Tariq Bhat,Hope statehood will be restored before J&K assembly election: Rahul Gandhi,https://www.theweek.in/news/india/2024/08/22/hope-statehood-will-be-restored-before-jandk-assembly-election-rahul-gandhi.html,Neutral,0.562639117
The Week,22-08-2024,Sarah Sebastian,"India clarifies opening dam did not cause Bangladesh floods, here's what actually led to disaster",https://www.theweek.in/news/world/2024/08/22/india-clarifies-opening-dam-did-not-cause-bangladesh-floods-heres-what-actually-caused-disaster.html,Negative,0.792498827
The Week,22-08-2024,Web Desk,"Actor Vijay unveils Tamilaga Vettri Kazhagam flag, symbol. Check the details here",https://www.theweek.in/news/india/2024/08/22/actor-vijay-unveils-tamilaga-vettri-kazhagam-flag-symbol-check-the-details-here.html,Neutral,0.970326126
The Week,22-08-2024,Web Desk,"Manav Sampada deadline: 13 lakh UP government staff risk salary loss on Aug 31, here's why",https://www.theweek.in/news/india/2024/08/22/manav-sampada-deadline-13-lakh-up-government-staff-risk-salary-loss-on-aug-31-here-s-why.html,Negative,0.964404702
The Week,22-08-2024,Puja Awasthi,Ram Mandir Trust paid Rs 75 lakh each to three sculptors,https://www.theweek.in/news/india/2024/08/22/ram-mandir-trust-paid-rs-75-lakh-each-to-three-sculptors.html,Neutral,0.975381434
The Week,22-08-2024,Puja Awasthi,BSP hits street after 8 years; is there a new assertiveness within the party?,https://www.theweek.in/news/india/2024/08/22/bsp-hits-street-after-8-years-is-there-a-new-assertiveness-within-the-party.html,Neutral,0.899314404
The Week,22-08-2024,Web Desk,State police forces unite to bust Al Qaeda-inspired terror cell  giving arms training to establish 'Khilafat' in India,https://www.theweek.in/news/india/2024/08/22/state-police-forces-unite-to-bust-al-qaeda-inspired-terror-cell-giving-arms-training-to-establish-khilafat-in-india.html,Neutral,0.754951239
The Week,22-08-2024,PTI,Goncalo Ramos injury: Luis Enrique says PSG won't rush into transfer market,https://www.theweek.in/news/sports/2024/08/22/football-goncalo-ramos-injury-luis-enrique-says-psg-won-t-rush-into-transfer-market.html,Neutral,0.917969763
The Week,22-08-2024,Niladry Sarkar,"Durand Cup: Football fans happy with return of semis, final to Kolkata",https://www.theweek.in/news/sports/2024/08/22/durand-cup-football-fans-happy-with-return-of-semis-final-to-kolkata.html,Positive,0.960835934
The Week,22-08-2024,PTI,Faruque Ahmed takes charge as new BCB president,https://www.theweek.in/news/sports/2024/08/22/faruque-ahmed-takes-charge-as-new-bcb-president.html,Neutral,0.966678619
The Week,22-08-2024,Web Desk,"Pakistan: School van shooting in Attock kills two children, injures 5",https://www.theweek.in/news/world/2024/08/22/pakistan-school-van-shooting-in-attock-kills-two-children-injures-5.html,Negative,0.961129546
The Week,22-08-2024,PTI,Body of UK tech magnate Mike Lynch is among those recovered from Sicily yacht wreckage,https://www.theweek.in/news/world/2024/08/22/body-of-uk-tech-magnate-mike-lynch-is-among-those-recovered-from-sicily-yacht-wreckage.html,Neutral,0.954190671
The Week,22-08-2024,Web Desk,Zomato Legends: 'Market unfit' intercity food delivery service shut down on Aug 22,https://www.theweek.in/news/biz-tech/2024/08/22/explained-zomato-legends-the-market-unfit-intercity-food-delivery-service-shut-down-on-aug-22.html,Negative,0.701267183
The Week,22-08-2024,Nachiket Kelkar,"ONDC expands into financial services, launches unsecured loans on its network",https://www.theweek.in/news/biz-tech/2024/08/22/ondc-expands-into-financial-services-launches-unsecured-loans-on-its-network.html,Neutral,0.954238355
The Week,22-08-2024,Abhinav Singh,National Space Day: Why it is a significant milestone in India's space journey,https://www.theweek.in/news/sci-tech/2024/08/22/national-space-day-why-it-is-a-significant-milestone-in-indias-space-journey.html,Positive,0.934103906
The Week,22-08-2024,PTI,Maliwal assault case  Delhi Police urges SC to reject accused Bibhav Kumar's bail plea,https://www.theweek.in/wire-updates/national/2024/08/22/lgd73-sc-bibhav-bail-police.html,Negative,0.630149961
The Week,22-08-2024,PTI,Delhi turned into living hell because of 'artificial financial crisis' created in DJB  Atishi to CS,https://www.theweek.in/wire-updates/national/2024/08/22/des62-dl-atishi-ld-cs-water.html,Negative,0.982351601
The Week,22-08-2024,PTI,Court issues summons to Telangana CM in BJP defamation case,https://www.theweek.in/wire-updates/national/2024/08/22/lgm3-tl-court-revanth-summons.html,Neutral,0.957007051
The Week,22-08-2024,PTI,Man electrocuted on waterlogged road in Delhi's Rohini,https://www.theweek.in/wire-updates/national/2024/08/22/des61-dl-man-electrocution.html,Negative,0.858949065
The Week,22-08-2024,PTI,Had some states given 25 seats to Congress  Rahul Gandhi would have become PM  Kharge,https://www.theweek.in/wire-updates/national/2024/08/22/del92-jk-kharge-rahul.html,Neutral,0.955066741
The Week,22-08-2024,PTI,Man arrested over 1982 IRA bombing that killed 3 police officers in Northern Ireland,https://www.theweek.in/wire-updates/international/2024/08/22/fgn93-nireland-police-killings.html,Negative,0.931575596
The Week,22-08-2024,PTI,Nepal government lifts ban on Tiktok with certain conditions,https://www.theweek.in/wire-updates/international/2024/08/22/fgn92-nepal-tiktok.html,Neutral,0.944196701
The Week,22-08-2024,PTI,5 more murder cases filed against deposed PM Hasina  her aides in Bangladesh,https://www.theweek.in/wire-updates/international/2024/08/22/fgn94-bangla-hasina-ld-cases.html,Negative,0.617567956
The Week,22-08-2024,PTI,The Taliban publish vice laws that ban women's voices and bare faces in public,https://www.theweek.in/wire-updates/international/2024/08/22/fgn95-afghan-ld-taliban.html,Negative,0.750636995
The Week,22-08-2024,PTI,Venezuela's Supreme Court certifies Maduro's claims that he won presidential election,https://www.theweek.in/wire-updates/international/2024/08/22/fgn90-venezuela-election.html,Neutral,0.971793294
The Week,22-08-2024,PTI,Disability affairs dept screens 'Shrikanth' in sign language for hearing-impaired children,https://www.theweek.in/wire-updates/entertainment/2024/08/22/des37-srikanth-sign-language.html,Neutral,0.953812003
The Week,22-08-2024,PTI,Awards bring more responsibility  National Award winner Rishab Shetty,https://www.theweek.in/wire-updates/entertainment/2024/08/22/ent12-rishab-shetty-kantara-prequel.html,Neutral,0.591300011
The Week,22-08-2024,PTI,People spend their lives waiting for projects like 'Stree 2'  'Jubilee'  actor Aparshakti Khurana,https://www.theweek.in/wire-updates/entertainment/2024/08/22/ent7-stree-2-aparshakti-interview.html,Neutral,0.876555562
The Week,22-08-2024,PTI,PM Modi holds discussion with former PKL player and Poland kabaddi chief Spiczko,https://www.theweek.in/wire-updates/sports/2024/08/22/spf26-spo-kabaddi-pm-poland.html,Neutral,0.952224016
The Week,22-08-2024,PTI,Four Indian women wrestlers become U17 world champions in Amman,https://www.theweek.in/wire-updates/sports/2024/08/22/spf25-spo-wrest-u17-worlds-ld-ind.html,Positive,0.843622863
The Week,22-08-2024,PTI,Court asks police to reinstate security of female wrestler who accused ex-WFI chief of sexual harassment,https://www.theweek.in/wire-updates/sports/2024/08/22/lgd71-dl-court-ld-wrestlers.html,Neutral,0.947383583
The Week,22-08-2024,PTI,Indian wrestlers Aditi  Neha  Pulkit become U17 world champions,https://www.theweek.in/wire-updates/sports/2024/08/22/spf24-spo-wrest-u17-worlds-ind.html,Positive,0.91149658
The Week,22-08-2024,PTI,I would rate Indian hockey team''s bronze-winning performance in Paris better than gold  Baskaran,https://www.theweek.in/wire-updates/sports/2024/08/22/spd18-spo-hock-baskaran-interview.html,Positive,0.562198877
The Week,22-08-2024,PTI,Goyal says not against e-commerce platforms but want them to be fair  honest,https://www.theweek.in/wire-updates/business/2024/08/22/del85-biz-ld-goyal-ecommerce.html,Neutral,0.943532765
The Week,22-08-2024,PTI,Tourist taxi operators at Mopa airport protest over demands  Goa CM to meet them on Friday,https://www.theweek.in/wire-updates/business/2024/08/22/bes24-ga-taxi-airport-ld-protest.html,Negative,0.657183468
The Week,22-08-2024,PTI,India  Poland unveil 5-year 'Action Plan'  upgrade ties to strategic partnership at Modi-Tusk talks,https://www.theweek.in/wire-updates/business/2024/08/22/fgn73-pm-ldall-poland.html,Neutral,0.725980103
The Week,22-08-2024,PTI,Rupee falls 3 paise to 83.93 against US dollar,https://www.theweek.in/wire-updates/business/2024/08/22/del74-biz-ld-rupee.html,Neutral,0.830124915
The Week,22-08-2024,PTI,Punjab govt raises tax on cars  two-wheelers,https://www.theweek.in/wire-updates/business/2024/08/22/nrg12-pb-vehicle-tax.html,Neutral,0.952616096
The Week,22-08-2024,Web Desk,VIDEO: Hema Malini pushes fan’s arm away; says 'haath nahi',https://www.theweek.in/news/entertainment/2024/08/22/video-hema-malini-pushes-fans-arm-away-says-haath-nahi.html,Neutral,0.954392254
The Week,22-08-2024,Web Desk,'I just don't like India': British YouTuber Miles Routledge wants to nuke country; makes racist X remarks against Indians,https://www.theweek.in/leisure/society/2024/08/22/i-just-don-t-like-india-british-you-tuber-miles-routledge-makes-racist-x-posts-says-wishes-to-nuke-country.html,Negative,0.965839744
The Print,23-08-2024,Pia Krishnankutty,"Tribute to kids killed in war, to territorial integrity push, key moments from Modi’s Ukraine trip",https://theprint.in/diplomacy/tribute-to-kids-killed-in-war-to-territorial-integrity-push-key-moments-from-modis-ukraine-trip/2235984/,Neutral,0.570543468
The Print,23-08-2024,Soumya Pillai,"ISRO prepares for responsible space missions, aims to go debris-free by 2030",https://theprint.in/science/isro-prepares-for-responsible-space-missions-aims-to-go-debris-free-by-2030/2235774/,Positive,0.847419679
The Print,23-08-2024,Sumi Sukanya Dutta,"34 more fixed dose combination drugs likely to be banned, apex regulator says after big crackdown",https://theprint.in/health/34-more-fixed-dose-combination-drugs-likely-to-be-banned-apex-regulator-says-after-big-crackdown/2235775/,Negative,0.572388232
The Print,23-08-2024,Tca Sharad Raghavan,"Anil Ambani banned from markets for 5 yrs, fined Rs 25 crore. Mastermind of fraud scheme, says SEBI",https://theprint.in/economy/anil-ambani-banned-from-markets-for-5-yrs-fined-rs-25-crore-mastermind-of-fraud-scheme-says-sebi/2235187/,Negative,0.889284492
The Print,23-08-2024,Mayank Kumar,"7 years after daring Nabha jailbreak, how Punjab Police brought its ‘mastermind’ back from Hong Kong",https://theprint.in/india/7-years-after-daring-nabha-jailbreak-how-punjab-police-brought-its-mastermind-back-from-hong-kong/2235557/,Neutral,0.966639519
The Print,23-08-2024,Mrinalini Dhyani,"A2 labels on milk & ghee a ‘marketing gimmick’, say experts after FSSAI advisory on classification",https://theprint.in/health/a2-labels-on-milk-ghee-a-marketing-gimmick-say-experts-after-fssai-advisory-on-classification/2235913/,Neutral,0.927547693
The Print,23-08-2024,Moushumi Das Gupta,"Booted out twice over ‘fund misuse’, Sandip Ghosh returned due to ‘clout’. Murky story of RG Kar ex-chief",https://theprint.in/india/booted-out-twice-over-fund-misuse-sandip-ghosh-returned-due-to-clout-murky-story-of-rg-kar-ex-chief/2235325/,Negative,0.748443782
The Print,23-08-2024,Sandhya Ramesh,"At 90, scientist CNR Rao is still driving breakthroughs at JNCASR. More research, less red tape",https://theprint.in/ground-reports/at-90-scientist-cnr-rao-is-still-driving-breakthroughs-at-jncasr-more-research-less-red-tape/2234528/,Positive,0.96444881
The Print,23-08-2024,Pia Krishnankutty,"India has strategic partnership with US, comprehensive strategic pact with UAE. What’s the difference",https://theprint.in/diplomacy/india-has-strategic-partnership-with-us-comprehensive-strategic-pact-with-uae-whats-the-difference/2235822/,Neutral,0.96035558
The Print,23-08-2024,Yuthika Bhargava,DGCA fines Air India Rs 90 lakh for operating flight with non-qualified crew,https://theprint.in/india/dgca-fines-air-india-rs-90-lakh-for-operating-flight-with-non-qualified-crew/2235067/,Negative,0.903944075
The Print,23-08-2024,ANI,"‘National Space Day envisions future course of action for space sector,’ says ISRO’s Somanath",https://theprint.in/science/national-space-day-envisions-future-course-of-action-for-space-sector-says-isros-somanath/2235050/,Neutral,0.758919477
The Print,23-08-2024,Tom Balmforth,"Modi urges Zelenskyy to sit down for talks with Russia, offers to be ‘friend’ to help bring peace",https://theprint.in/india/in-kyiv-indian-pm-urges-zelenskiy-to-sit-down-for-talks-with-russia/2235632/,Neutral,0.598857999
The Print,23-08-2024,Monideepa Banerjie,Patriarchy spills out of Mamata’s solution to rapes—she’s advocating return to Middle Ages,https://theprint.in/opinion/patriarchy-spills-out-of-mamatas-solution-to-rapes-shes-advocating-return-to-middle-ages/2235294/,Neutral,0.743162155
The Print,23-08-2024,Swasti Rao,Modi’s Poland visit shows India has moved beyond Europe’s ‘big four’ nations,https://theprint.in/opinion/modis-poland-visit-shows-india-has-moved-beyond-europes-big-four-nations/2235135/,Positive,0.615867496
The Print,23-08-2024,Sanjiv Krishan Sood,Treatment of the BSF shows border security is not a priority. This must change,https://theprint.in/opinion/treatment-of-bsf-shows-border-security-is-not-a-priority-this-must-change/2235005/,Negative,0.525612712
The Print,23-08-2024,Amana Begam,Women should demand accountability from Mamata Banerjee. The buck stops with her,https://theprint.in/opinion/women-should-demand-accountability-from-mamata-banerjee-the-buck-stops-with-her/2234148/,Neutral,0.584751308
The Print,23-08-2024,Seshadri Chari,"2 litmus tests for BJP—J&K, Haryana polls. One an uphill task, another swimming against the tide",https://theprint.in/opinion/2-litmus-tests-for-bjp-jk-haryana-polls-one-an-uphill-task-another-swimming-against-the-tide/2234151/,Neutral,0.96868223
The Print,23-08-2024,Neelam Pandey,"In marathon meetings in Haryana & UP, RSS advises BJP to fix infighting, coordinate better with Sangh",https://theprint.in/politics/in-marathon-meetings-in-haryana-up-rss-advises-bjp-to-fix-infighting-coordinate-better-with-sangh/2234868/,Neutral,0.907257318
The Print,23-08-2024,Sharan Poovanna,Why Karnataka Forest Dept & Centre are locked in battle over land ‘given’ to watchmaker HMT,https://theprint.in/india/why-karnataka-forest-dept-centre-are-locked-in-battle-over-land-given-to-watchmaker-hmt/2233974/,Neutral,0.554231107
The Print,23-08-2024,Shanker Arnimesh,Kirodi Lal Meena opposes Modi govt’s stand on creamy layer. What’s behind his latest salvo at BJP,https://theprint.in/politics/kirodi-lal-meena-opposes-modi-govts-stand-on-creamy-layer-whats-behind-his-latest-salvo-at-bjp/2234189/,Negative,0.641389489
The Print,23-08-2024,Theprint Team,"PM Modi’s Ukraine visit, a month after the Russia trip, is a sign of India’s strategic autonomy",https://theprint.in/50-word-edit/lt-governors-focus-on-development-bearing-fruit-in-jk-peaceful-election-the-next-challenge/2235254/,Neutral,0.767258167
The Print,23-08-2024,Radhika Pandey,"Production, demand, non-food credit grew moderately in Q1. GDP report card likely to be a mixed bag",https://theprint.in/macrosutra/production-demand-non-food-credit-grew-moderately-in-q1-gdp-report-card-likely-to-be-a-mixed-bag/2234085/,Neutral,0.907204986
The Print,23-08-2024,Shivani Mago,"How global media is seeing Modi’s Kyiv visit, from calling it ‘balancing act’ to a ‘placating’ agenda",https://theprint.in/global-pulse/how-global-media-is-seeing-modis-kyiv-visit-from-calling-it-balancing-act-to-a-placating-agenda/2234820/,Neutral,0.928476393
The Print,23-08-2024,Bhadra Sinha,How Supreme Court’s process of designating senior advocates changed in last 7 yrs & what it is now,https://theprint.in/judiciary/how-supreme-courts-process-of-designating-senior-advocates-changed-in-last-7-yrs-what-it-is-now/2234898/,Neutral,0.980294704
The Print,23-08-2024,Debdutta Chakraborty,"Pakistan Supreme Court verdict on Ahmadiyyas ‘victory for Islamophobes, judiciary arm twisted’",https://theprint.in/go-to-pakistan/pakistan-supreme-court-verdict-on-ahmadiyyas-victory-for-islamophobes-judiciary-arm-twisted/2235864/,Negative,0.874047756
The Print,23-08-2024,Snehesh Alex Philip,"SOSA done, India & US now aim for RDP. A look at these two critical defence agreements",https://theprint.in/defence/sosa-done-india-us-now-aim-for-rdp-a-look-at-these-two-critical-defence-agreements/2235125/,Neutral,0.882787704
The Print,23-08-2024,Shivani Mago,"In court vs Jokowi fight, protesters force Indonesian parliament to defer plan to amend poll laws",https://theprint.in/world/in-court-vs-jokowi-fight-protesters-force-indonesian-parliament-to-defer-plan-to-amend-poll-laws/2235420/,Neutral,0.691069067
The Print,23-08-2024,Sharan Poovanna,Shivakumar believes underground tunnel can end Bengaluru traffic woes. What we know of Rs 13k-cr project,https://theprint.in/india/shivakumar-believes-underground-tunnel-can-end-bengaluru-traffic-woes-what-we-know-of-rs-13k-cr-project/2235353/,Neutral,0.711035788
The Print,23-08-2024,Heena Fatima,"Naidu, Nitish assured they will oppose Waqf Bill, says AIMPLB chief. ‘Nationwide stir if it’s passed’",https://theprint.in/india/naidu-nitish-assured-they-will-oppose-waqf-bill-says-aimplb-chief-nationwide-stir-if-its-passed/2235078/,Neutral,0.906785786
The Print,23-08-2024,Smruti Deshpande,Assam Rifles join rescue ops in Tripura as floods throw life into disarray in 6 of 8 districts,https://theprint.in/india/assam-rifles-join-rescue-ops-in-tripura-as-floods-throw-life-into-disarray-in-6-of-8-districts/2235251/,Neutral,0.7805444
The Print,23-08-2024,D.K. Singh,"Pakistan army, ISI trained and sent terrorists into Jammu, says J&K L-G Manoj Sinha",https://theprint.in/india/pakistan-army-isi-trained-and-sent-terrorists-into-jammu-says-jk-l-g-manoj-sinha/2234936/,Neutral,0.63305521
The Print,23-08-2024,Kapil Joshi,Poodlana Presale Finishes: Crypto Buyers Shift Focus from Poodlana to BlockDAG Presale,https://theprint.in/brandstand/adon/poodlana-presale-finishes-crypto-buyers-shift-focus-from-poodlana-to-blockdag-presale/2235271/,Neutral,0.974256098
The Print,23-08-2024,Theprint Team,"Mahayuti got 99 problems, but populism ain’t one & neta’s guide to framing stump response",https://theprint.in/last-laughs/mahayuti-got-99-problems-but-populism-aint-one-netas-guide-to-framing-stump-response/2235561/,Negative,0.679169476
The Print,23-08-2024,Reuters,Soccer-Arsenal must be better against Villa,https://theprint.in/sport/soccer-arsenal-must-be-better-against-villa/2235515/,Neutral,0.579612911
The Print,23-08-2024,Reuters,BTS member Suga appears before police for e-scooter drunk driving,https://theprint.in/entertainment/bts-member-suga-appears-before-police-for-e-scooter-drunk-driving/2235678/,Neutral,0.828092635
Sabrangindia,23-08-2024,Sabrangindia,"ASHA workers, Anganwadi workers and sanitation workers overlooked in India’s healthcare protection reforms",https://sabrangindia.in/asha-workers-anganwadi-workers-and-sanitation-workers-overlooked-in-indias-healthcare-protection-reforms/,Neutral,0.938361585
